Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,09/15/2025,"FANBASIS* STEALMYAGENC WESTON FL             09/12",500.00,DEBIT_CARD,10698.41,,
DEBIT,09/12/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 26197501473 reference#: 9197501473RX 09/12",-500.00,ACCT_XFER,10198.41,,
DEBIT,09/12/2025,"FACEBK *268KMZYLV2 650-5434800 CA            09/12",-2.00,DEBIT_CARD,10698.41,,
DEBIT,09/12/2025,"TWILIO INC TWILIO.COM CA                     09/12",-90.02,DEBIT_CARD,10700.41,,
CREDIT,09/12/2025,"Reversal: MONTHLY SERVICE FEE ClaimId: 8751110",15.00,REFUND_TRANSACTION,10790.43,,
CREDIT,09/12/2025,"Reversal: MONTHLY SERVICE FEE ClaimId: 6551108",15.00,REFUND_TRANSACTION,10775.43,,
CREDIT,09/12/2025,"Reversal: MONTHLY SERVICE FEE ClaimId: 2651072",15.00,REFUND_TRANSACTION,10760.43,,
CREDIT,09/12/2025,"Reversal: MONTHLY SERVICE FEE ClaimId: 2651072",15.00,REFUND_TRANSACTION,10745.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $100.00 RECURRIN",34.00,REFUND_TRANSACTION,10730.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $1,000.00 ITEM -",34.00,REFUND_TRANSACTION,10696.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $10.00 RECURRING",34.00,REFUND_TRANSACTION,10662.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $100.00 RECURRIN",34.00,REFUND_TRANSACTION,10628.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $29.00 RECURRING",34.00,REFUND_TRANSACTION,10594.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $100.00 RECURRIN",34.00,REFUND_TRANSACTION,10560.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $22.76 RECURRING",34.00,REFUND_TRANSACTION,10526.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $22.00 RECURRING",34.00,REFUND_TRANSACTION,10492.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $90.04 RECURRING",34.00,REFUND_TRANSACTION,10458.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $297.00 RECURRIN",34.00,REFUND_TRANSACTION,10424.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $100.00 RECURRIN",34.00,REFUND_TRANSACTION,10390.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $90.04 RECURRING",34.00,REFUND_TRANSACTION,10356.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $64.71 RECURRING",34.00,REFUND_TRANSACTION,10322.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $10.50 RECURRING",34.00,REFUND_TRANSACTION,10288.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $40.00 RECURRING",34.00,REFUND_TRANSACTION,10254.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $149.00 RECURRIN",34.00,REFUND_TRANSACTION,10220.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $90.01 RECURRING",34.00,REFUND_TRANSACTION,10186.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $197.00 RECURRIN",34.00,REFUND_TRANSACTION,10152.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $40.00 RECURRING",34.00,REFUND_TRANSACTION,10118.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $310.67 ITEM - D",34.00,REFUND_TRANSACTION,10084.43,,
CREDIT,09/12/2025,"Reversal: OVERDRAFT FEE FOR A $1,000.00 RECURR",34.00,REFUND_TRANSACTION,10050.43,,
CREDIT,09/12/2025,"Reversal: FANBASIS* STEAL MY AG FANBASIS.COM FL        04/08 ClaimId: 875111007680001",500.00,ATM,10016.43,,
CREDIT,09/12/2025,"Reversal: FANBASIS* STEAL MY AG FANBASIS.COM FL        05/08 ClaimId: 655110875660001",500.00,ATM,9516.43,,
CREDIT,09/12/2025,"Reversal: FANBASIS* STEALMYAGEN FANBASIS.COM FL        07/07  ClaimId: 265107292450001",500.00,ATM,9016.43,,
DEBIT,09/11/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              09/11",-100.00,DEBIT_CARD,8516.43,,
DEBIT,09/11/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 26180464022 reference#: 9180464022RX 09/11",-1500.00,ACCT_XFER,8616.43,,
DEBIT,09/11/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 26180446229 reference#: 9180446229RX 09/11",-1500.00,ACCT_XFER,10116.43,,
DEBIT,09/10/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250910 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000021308587 EED:250910   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   79135630 TRN: 2531308587TC",-100.00,MISC_DEBIT,11616.43,,
DEBIT,09/08/2025,"SLACK T07E9KEFKEH SLACK.COM CA               09/07",-49.11,DEBIT_CARD,11716.43,,
DEBIT,09/08/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        09/07",-372.75,DEBIT_CARD,11765.54,,
DEBIT,09/08/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              09/06",-100.00,DEBIT_CARD,12138.29,,
DEBIT,09/08/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    09/06",-50.00,DEBIT_CARD,12238.29,,
DEBIT,09/08/2025,"TWILIO INC TWILIO.COM CA                     09/06",-90.02,DEBIT_CARD,12288.29,,
DEBIT,09/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250905 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022805692 EED:250905   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   78812000 TRN: 2482805692TC",-95.00,MISC_DEBIT,12378.31,,
DEBIT,09/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250905 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022805712 EED:250905   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   78812186 TRN: 2482805712TC",-325.00,MISC_DEBIT,12473.31,,
DEBIT,09/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250905 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022805650 EED:250905   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   78811469 TRN: 2482805650TC",-595.00,MISC_DEBIT,12798.31,,
DEBIT,09/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250905 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022805666 EED:250905   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   78811663 TRN: 2482805666TC",-1205.00,MISC_DEBIT,13393.31,,
DEBIT,09/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250905 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000022805660 EED:250905   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   78811585 TRN: 2482805660TC",-1410.00,MISC_DEBIT,14598.31,,
CREDIT,09/05/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026078626 EED:250905   IND ID:ST-T0O7S4N2L8V1              IND NAME:GABRIEL GOERTZEN TRN: 2486078626TC",4320.35,ACH_CREDIT,16008.31,,
CREDIT,09/04/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000027361863 EED:250904   IND ID:ST-Y0V8H2B8Y0Q8              IND NAME:GABRIEL GOERTZEN TRN: 2477361863TC",1794.55,ACH_CREDIT,11687.96,,
DEBIT,09/03/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250903 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000020174989 EED:250903   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   78688858 TRN: 2460174989TC",-1900.00,MISC_DEBIT,9893.41,,
DEBIT,09/03/2025,"TWILIO INC TWILIO.COM CA                     09/02",-90.03,DEBIT_CARD,11793.41,,
DEBIT,09/02/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              09/01",-100.00,DEBIT_CARD,11883.44,,
DEBIT,09/02/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    09/01",-50.90,DEBIT_CARD,11983.44,,
DEBIT,09/02/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 08/30",-64.71,DEBIT_CARD,12034.34,,
DEBIT,09/02/2025,"TWILIO INC TWILIO.COM CA                     08/29",-90.04,DEBIT_CARD,12099.05,,
CREDIT,09/02/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024721085 EED:250902   IND ID:ST-C5B3U0Y9G3G8              IND NAME:GABRIEL GOERTZEN TRN: 2454721085TC",485.20,ACH_CREDIT,12189.09,,
DEBIT,08/29/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,11703.89,,
DEBIT,08/28/2025,"ADSPY LONDON                                 08/27",-149.00,DEBIT_CARD,11718.89,,
DEBIT,08/26/2025,"Online Realtime Transfer to Gabes Personal  6302 transaction#: 25991999401 reference#: 9991999401RX 08/26",-2000.00,ACCT_XFER,11867.89,,
DEBIT,08/26/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              08/25",-100.00,DEBIT_CARD,13867.89,,
CREDIT,08/26/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014091855 EED:250826   IND ID:ST-Z5Q5Q6H4B2G4              IND NAME:GABRIEL GOERTZEN TRN: 2384091855TC",496.00,ACH_CREDIT,13967.89,,
DEBIT,08/25/2025,"TWILIO INC TWILIO.COM CA                     08/24",-90.07,DEBIT_CARD,13471.89,,
DEBIT,08/25/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        08/22",-40.00,DEBIT_CARD,13561.96,,
DEBIT,08/21/2025,"WEBFLOW.COM WEBFLOW.COM CA                   08/21",-29.00,DEBIT_CARD,13601.96,,
DEBIT,08/21/2025,"TWILIO INC TWILIO.COM CA                     08/20",-90.04,DEBIT_CARD,13630.96,,
DEBIT,08/20/2025,"MIRO.COM MIRO.COM CA                         08/20",-20.00,DEBIT_CARD,13721.00,,
DEBIT,08/20/2025,"NOTION LABS, INC. NOTION.SO CA               08/19",-22.00,DEBIT_CARD,13741.00,,
DEBIT,08/20/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              08/19",-100.00,DEBIT_CARD,13763.00,,
CREDIT,08/20/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016051394 EED:250820   IND ID:ST-T8P3B2Q7L6B1              IND NAME:GABRIEL GOERTZEN TRN: 2326051394TC",3058.35,ACH_CREDIT,13863.00,,
DEBIT,08/19/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        08/18",-297.00,DEBIT_CARD,10804.65,,
DEBIT,08/18/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    08/16",-197.00,DEBIT_CARD,11101.65,,
DEBIT,08/18/2025,"TWILIO INC TWILIO.COM CA                     08/16",-90.02,DEBIT_CARD,11298.65,,
CREDIT,08/18/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000015205903 EED:250818   IND ID:ST-B0D0D2R7Q7L8              IND NAME:GABRIEL GOERTZEN TRN: 2305205903TC",1926.83,ACH_CREDIT,11388.67,,
DEBIT,08/14/2025,"TWILIO INC TWILIO.COM CA                     08/13",-90.02,DEBIT_CARD,9461.84,,
DEBIT,08/13/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              08/13",-100.00,DEBIT_CARD,9551.86,,
DEBIT,08/11/2025,"SENDBLUE.COM WWW.SENDBLUE. DE                08/09",-500.00,DEBIT_CARD,9651.86,,
DEBIT,08/08/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250808 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000027372827 EED:250808   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   77181865 TRN: 2207372827TC",-197.51,MISC_DEBIT,10151.86,,
DEBIT,08/08/2025,"TWILIO INC TWILIO.COM CA                     08/07",-90.03,DEBIT_CARD,10349.37,,
DEBIT,08/07/2025,"SLACK T07E9KEFKEH SLACK.COM CA               08/07",-92.29,DEBIT_CARD,10439.40,,
DEBIT,08/07/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        08/07",-372.75,DEBIT_CARD,10531.69,,
DEBIT,08/06/2025,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         08/05EC     *3",-1.51,FEE_TRANSACTION,10904.44,,
DEBIT,08/06/2025,"EC     *3VSNUTRITION JUNDIA                  08/05 BR Real    278.00 X 0.1819784 (EXCHG RTE)",-50.59,DEBIT_CARD,10905.95,,
CREDIT,08/06/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000026340534 EED:250806   IND ID:ST-Z3U5L3C1S2K8              IND NAME:GABRIEL GOERTZEN TRN: 2186340534TC",5485.55,ACH_CREDIT,10956.54,,
DEBIT,08/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250805 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023111467 EED:250805   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   77009678 TRN: 2173111467TC",-105.80,MISC_DEBIT,5470.99,,
DEBIT,08/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250805 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023111433 EED:250805   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   77009200 TRN: 2173111433TC",-293.83,MISC_DEBIT,5576.79,,
DEBIT,08/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250805 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023111293 EED:250805   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   77007654 TRN: 2173111293TC",-366.45,MISC_DEBIT,5870.62,,
DEBIT,08/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250805 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023111319 EED:250805   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   77008005 TRN: 2173111319TC",-804.28,MISC_DEBIT,6237.07,,
DEBIT,08/05/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250805 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000023111281 EED:250805   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   77007404 TRN: 2173111281TC",-1285.37,MISC_DEBIT,7041.35,,
DEBIT,08/05/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              08/04",-100.00,DEBIT_CARD,8326.72,,
CREDIT,08/05/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000029175141 EED:250805   IND ID:ST-M5F7O4G9M9A9              IND NAME:GABRIEL GOERTZEN TRN: 2179175141TC",7568.34,ACH_CREDIT,8426.72,,
CREDIT,08/05/2025,"FEE REVERSAL",34.00,REFUND_TRANSACTION,858.38,,
CREDIT,08/05/2025,"FEE REVERSAL",34.00,REFUND_TRANSACTION,824.38,,
CREDIT,08/05/2025,"FEE REVERSAL",34.00,REFUND_TRANSACTION,790.38,,
DEBIT,08/04/2025,"TWILIO INC TWILIO.COM CA                     08/02",-90.64,DEBIT_CARD,756.38,,
DEBIT,08/01/2025,"OVERDRAFT FEE FOR A $100.00 RECURRING CARD PURCHASE - DETAILS:       0730CLOSEBOT WWW.CLOSEBOT. WA            0############9655                                                                                           00195",-34.00,FEE_TRANSACTION,847.02,,
DEBIT,08/01/2025,"OVERDRAFT FEE FOR A $90.04 RECURRING CARD PURCHASE - DETAILS:       0731TWILIO INC TWILIO.COM CA             0############9655                                                                                           00544",-34.00,FEE_TRANSACTION,881.02,,
DEBIT,07/31/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,915.02,,
DEBIT,07/31/2025,"OVERDRAFT FEE FOR A $64.71 RECURRING CARD PURCHASE - DETAILS:       0730WWW.MAKE.COM WWW.MAKE.COM NY         0############9655                                                                                           00251",-34.00,FEE_TRANSACTION,930.02,,
DEBIT,07/31/2025,"OVERDRAFT FEE FOR A $10.50 RECURRING CARD PURCHASE - DETAILS:       0730WWW.MAKE.COM WWW.MAKE.COM NY         0############9655                                                                                           00251",-34.00,FEE_TRANSACTION,964.02,,
DEBIT,07/31/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    07/30",-100.00,DEBIT_CARD,998.02,,
DEBIT,07/31/2025,"TWILIO INC TWILIO.COM CA                     07/31",-90.04,DEBIT_CARD,1098.02,,
DEBIT,07/30/2025,"OVERDRAFT FEE FOR A $40.00 RECURRING CARD PURCHASE - DETAILS:       0728M&M HELTON ENTERPRIS HOTPROSPECTOR NV0############9655                                                                                           00617",-34.00,FEE_TRANSACTION,1188.06,,
DEBIT,07/30/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 07/30",-64.71,DEBIT_CARD,1222.06,,
DEBIT,07/30/2025,"WWW.MAKE.COM WWW.MAKE.COM NY                 07/30",-10.50,DEBIT_CARD,1286.77,,
DEBIT,07/30/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    07/29",-1.74,DEBIT_CARD,1297.27,,
CREDIT,07/30/2025,"Online Transfer 25663766976 from Gabes Personal #####6302 transaction #: 25663766976 07/30",1500.00,ACCT_XFER,1299.01,,
DEBIT,07/29/2025,"OVERDRAFT FEE FOR A $149.00 RECURRING CARD PURCHASE - DETAILS:       0727ADSPY LONDON                         0############9655                                                                                           00617",-34.00,FEE_TRANSACTION,-200.99,,
DEBIT,07/29/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        07/28",-40.00,DEBIT_CARD,-166.99,,
DEBIT,07/28/2025,"ADSPY LONDON                                 07/27",-149.00,DEBIT_CARD,-126.99,,
DEBIT,07/28/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              07/27",-100.00,DEBIT_CARD,22.01,,
DEBIT,07/28/2025,"TWILIO INC TWILIO.COM CA                     07/26",-90.10,DEBIT_CARD,122.01,,
CREDIT,07/24/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000014287135 EED:250724   IND ID:ST-V5K8R8Q3F3T8              IND NAME:GABRIEL GOERTZEN TRN: 2054287135TC",1841.70,ACH_CREDIT,212.11,,
DEBIT,07/22/2025,"OVERDRAFT FEE FOR A $29.00 RECURRING CARD PURCHASE - DETAILS:       0721WEBFLOW.COM WEBFLOW.COM CA           0############9655                                                                                           00594",-34.00,FEE_TRANSACTION,-1629.59,,
DEBIT,07/22/2025,"OVERDRAFT FEE FOR A $100.00 RECURRING CARD PURCHASE - DETAILS:       0720HIGHLEVEL INC. GOHIGHLEVEL.C TX      0############9655                                                                                           00247",-34.00,FEE_TRANSACTION,-1595.59,,
DEBIT,07/22/2025,"OVERDRAFT FEE FOR A $22.76 RECURRING CARD PURCHASE - DETAILS:       0720MIRO.COM MIRO.COM CA                 0############9655                                                                                           00732",-34.00,FEE_TRANSACTION,-1561.59,,
DEBIT,07/22/2025,"OVERDRAFT FEE FOR A $22.00 RECURRING CARD PURCHASE - DETAILS:       0719NOTION LABS, INC. NOTION.SO CA       0############9655                                                                                           00245",-34.00,FEE_TRANSACTION,-1527.59,,
DEBIT,07/22/2025,"OVERDRAFT FEE FOR A $90.04 RECURRING CARD PURCHASE - DETAILS:       0721TWILIO INC TWILIO.COM CA             0############9655                                                                                           00544",-34.00,FEE_TRANSACTION,-1493.59,,
DEBIT,07/22/2025,"OVERDRAFT FEE FOR A $297.00 RECURRING CARD PURCHASE - DETAILS:       0718HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX0############9655                                                                                           00247",-34.00,FEE_TRANSACTION,-1459.59,,
DEBIT,07/21/2025,"OVERDRAFT FEE FOR A $90.01 RECURRING CARD PURCHASE - DETAILS:       0717TWILIO INC TWILIO.COM CA             0############9655                                                                                           01544",-34.00,FEE_TRANSACTION,-1425.59,,
DEBIT,07/21/2025,"ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000017802926 EED:250721   IND ID:ST-H3H3S5K7A8T8              IND NAME:GABRIEL GOERTZEN TRN: 2027802926TC",-310.67,ACH_DEBIT,-1391.59,,
DEBIT,07/21/2025,"WEBFLOW.COM WEBFLOW.COM CA                   07/21",-29.00,DEBIT_CARD,-1080.92,,
DEBIT,07/21/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              07/20",-100.00,DEBIT_CARD,-1051.92,,
DEBIT,07/21/2025,"MIRO.COM MIRO.COM CA                         07/20",-22.76,DEBIT_CARD,-951.92,,
DEBIT,07/21/2025,"NOTION LABS, INC. NOTION.SO CA               07/19",-22.00,DEBIT_CARD,-929.16,,
DEBIT,07/21/2025,"TWILIO INC TWILIO.COM CA                     07/21",-90.04,DEBIT_CARD,-907.16,,
DEBIT,07/21/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        07/18",-297.00,DEBIT_CARD,-817.12,,
DEBIT,07/18/2025,"OVERDRAFT FEE FOR A $197.00 RECURRING CARD PURCHASE - DETAILS:       0716CLOSEBOT WWW.CLOSEBOT. WA            0############9655                                                                                           00195",-34.00,FEE_TRANSACTION,-520.12,,
DEBIT,07/18/2025,"TWILIO INC TWILIO.COM CA                     07/17",-90.01,DEBIT_CARD,-486.12,,
DEBIT,07/17/2025,"OVERDRAFT FEE FOR A $40.00 RECURRING CARD PURCHASE - DETAILS:       0715M&M HELTON ENTERPRIS HOTPROSPECTOR NV0############9655                                                                                           01617",-34.00,FEE_TRANSACTION,-396.11,,
DEBIT,07/17/2025,"CLOSEBOT WWW.CLOSEBOT. WA                    07/16",-197.00,DEBIT_CARD,-362.11,,
DEBIT,07/16/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        07/15",-40.00,DEBIT_CARD,-165.11,,
DEBIT,07/15/2025,"OVERDRAFT FEE FOR A $310.67 ITEM - DETAILS: ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000017807895 EED:250714   IND ID:ST-C7A9A5T7I3N7              IND NAME:GABRIEL GOERTZEN TRN: 1957807895TC",-34.00,FEE_TRANSACTION,-125.11,,
DEBIT,07/14/2025,"ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000017807895 EED:250714   IND ID:ST-C7A9A5T7I3N7              IND NAME:GABRIEL GOERTZEN TRN: 1957807895TC",-310.67,ACH_DEBIT,-91.11,,
DEBIT,07/14/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              07/12",-100.00,DEBIT_CARD,219.56,,
DEBIT,07/14/2025,"TWILIO INC TWILIO.COM CA                     07/11",-90.03,DEBIT_CARD,319.56,,
DEBIT,07/14/2025,"SENDBLUE.COM WILMINGTON DE                   07/10",500.00,DEBIT_CARD,409.59,,
DEBIT,07/11/2025,"OVERDRAFT FEE FOR A $1,000.00 RECURRING CARD PURCHASE - DETAILS:       0709SENDBLUE.COM WWW.SENDBLUE. DE        0############9655                                                                                           01617",-34.00,FEE_TRANSACTION,-90.41,,
DEBIT,07/10/2025,"SENDBLUE.COM WWW.SENDBLUE. DE                07/09",-1000.00,DEBIT_CARD,-56.41,,
DEBIT,07/08/2025,"ORIG CO NAME:WAIZMEDIA LLC          ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:Stripe CapSEC:CCD    TRACE#:091000012744985 EED:250708   IND ID:ST-H0W5Z3P5V8T0              IND NAME:GABRIEL GOERTZEN TRN: 1892744985TC",-310.67,ACH_DEBIT,943.59,,
DEBIT,07/07/2025,"FANBASIS* STEALMYAGEN FANBASIS.COM FL        07/07",-500.00,DEBIT_CARD,1254.26,,
DEBIT,07/07/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250707 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000029115235 EED:250707   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   75169965 TRN: 1889115235TC",-259.28,MISC_DEBIT,1754.26,,
DEBIT,07/07/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250707 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000029115207 EED:250707   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   75169467 TRN: 1889115207TC",-471.68,MISC_DEBIT,2013.54,,
DEBIT,07/07/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250707 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000029115331 EED:250707   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   75172111 TRN: 1889115331TC",-482.85,MISC_DEBIT,2485.22,,
DEBIT,07/07/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250707 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000029115241 EED:250707   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   75170121 TRN: 1889115241TC",-559.40,MISC_DEBIT,2968.07,,
DEBIT,07/07/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250707 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000029115237 EED:250707   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   75170017 TRN: 1889115237TC",-1144.32,MISC_DEBIT,3527.47,,
DEBIT,07/07/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250707 CO ENTRY DESCR:WISE      SEC:CCD    TRACE#:021000029115249 EED:250707   IND ID:TrnWise                      IND NAME:Waiz Media                                                                                                   75170268 TRN: 1889115249TC",-2200.00,MISC_DEBIT,4671.79,,
DEBIT,07/07/2025,"SLACK T07E9KEFKEH SLACK.COM CA               07/07",-70.00,DEBIT_CARD,6871.79,,
DEBIT,07/07/2025,"M&M HELTON ENTERPRIS HOTPROSPECTOR NV        07/07",-372.75,DEBIT_CARD,6941.79,,
DEBIT,07/07/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              07/06",-100.00,DEBIT_CARD,7314.54,,
DEBIT,07/07/2025,"TWILIO INC TWILIO.COM CA                     07/06",-90.02,DEBIT_CARD,7414.54,,
